date,product_id,quantity,lag_1,lag_2,lag_3,lag_7,rolling_mean_7,rolling_std_7,diff_1,day_of_week,month,is_weekend,is_black_friday_month
1207,2017-05-15,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0,5,0,0
1217,2017-05-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,5,0,0
1227,2017-05-17,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,5,0,0
1237,2017-05-18,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0
1247,2017-05-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0,0
1257,2017-05-20,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,1,0
1267,2017-05-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1,0
1277,2017-05-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0
1287,2017-05-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0
1297,2017-05-24,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0
1307,2017-05-25,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0
1317,2017-05-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0,0
1327,2017-05-27,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,5,5,1,0
1337,2017-05-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,6,5,1,0
1347,2017-05-29,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0,5,0,0
1357,2017-05-30,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,5,0,0
1367,2017-05-31,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,2,5,0,0
1377,2017-06-01,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,1.0,3,6,0,0
1387,2017-06-02,5f504b3a1c75b73d6151be81eb05bdc9,1.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248488,0.0,4,6,0,0
1397,2017-06-03,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,1.0,0.0,1.0,0.2857142857142857,0.48795003647426666,-1.0,5,6,1,0
1407,2017-06-04,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,1.0,0.0,0.2857142857142857,0.48795003647426666,0.0,6,6,1,0
1417,2017-06-05,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426666,0.0,0,6,0,0
1427,2017-06-06,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,1,6,0,0
1437,2017-06-07,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,2,6,0,0
1447,2017-06-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092273,0.0,3,6,0,0
1457,2017-06-09,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,6,0,0
1467,2017-06-10,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1,0
1477,2017-06-11,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,6,6,1,0
1487,2017-06-12,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,0,6,0,0
1497,2017-06-13,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,6,0,0
1507,2017-06-14,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.4879500364742666,1.0,2,6,0,0
1517,2017-06-15,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,3,6,0,0
1527,2017-06-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,4,6,0,0
1537,2017-06-17,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426666,0.0,5,6,1,0
1547,2017-06-18,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092273,0.0,6,6,1,0
1557,2017-06-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,0,6,0,0
1567,2017-06-20,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,1.0,1,6,0,0
1577,2017-06-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092273,-1.0,2,6,0,0
1587,2017-06-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,3,6,0,0
1597,2017-06-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.3779644730092273,0.0,4,6,0,0
1607,2017-06-24,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,1.0,5,6,1,0
1617,2017-06-25,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,6,6,1,0
1627,2017-06-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,0,6,0,0
1637,2017-06-27,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3779644730092273,0.0,1,6,0,0
1647,2017-06-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,2,6,0,0
1657,2017-06-29,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,3,6,0,0
1667,2017-06-30,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,1.0,4,6,0,0
1677,2017-07-01,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092273,-1.0,5,7,1,0
1687,2017-07-02,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,6,7,1,0
1697,2017-07-03,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.3779644730092273,0.0,0,7,0,0
1707,2017-07-04,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,1,7,0,0
1717,2017-07-05,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,1.0,2,7,0,0
1727,2017-07-06,5f504b3a1c75b73d6151be81eb05bdc9,1.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248488,0.0,3,7,0,0
1737,2017-07-07,5f504b3a1c75b73d6151be81eb05bdc9,1.0,1.0,1.0,0.0,1.0,0.42857142857142855,0.5345224838248488,0.0,4,7,0,0
1747,2017-07-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,1.0,1.0,0.0,0.42857142857142855,0.5345224838248488,-1.0,5,7,1,0
1757,2017-07-09,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.5345224838248488,0.0,6,7,1,0
1767,2017-07-10,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5345224838248488,0.0,0,7,0,0
1777,2017-07-11,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248488,0.0,1,7,0,0
1787,2017-07-12,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.48795003647426666,0.0,2,7,0,0
1797,2017-07-13,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092273,0.0,3,7,0,0
1807,2017-07-14,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922725,1.0,4,7,0,0
1817,2017-07-15,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,5,7,1,0
1827,2017-07-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,6,7,1,0
1837,2017-07-17,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0,7,0,0
1847,2017-07-18,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,7,0,0
1857,2017-07-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,2,7,0,0
1867,2017-07-20,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,3,7,0,0
1877,2017-07-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,7,0,0
1887,2017-07-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,1,0
1897,2017-07-23,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,6,7,1,0
1907,2017-07-24,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,0,7,0,0
1917,2017-07-25,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,7,0,0
1927,2017-07-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,2,7,0,0
1937,2017-07-27,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,3,7,0,0
1947,2017-07-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,4,7,0,0
1957,2017-07-29,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,5,7,1,0
1967,2017-07-30,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922725,1.0,6,7,1,0
1977,2017-07-31,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,0,7,0,0
1987,2017-08-01,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,8,0,0
1997,2017-08-02,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,2,8,0,0
2007,2017-08-03,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,3,8,0,0
2017,2017-08-04,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,4,8,0,0
2027,2017-08-05,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,5,8,1,0
2037,2017-08-06,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,8,1,0
2047,2017-08-07,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,0,8,0,0
2057,2017-08-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,1,8,0,0
2067,2017-08-09,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,2,8,0,0
2077,2017-08-10,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,3,8,0,0
2087,2017-08-11,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,1.0,4,8,0,0
2097,2017-08-12,5f504b3a1c75b73d6151be81eb05bdc9,1.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248488,0.0,5,8,1,0
2107,2017-08-13,5f504b3a1c75b73d6151be81eb05bdc9,1.0,1.0,1.0,0.0,0.0,0.5714285714285714,0.5345224838248488,0.0,6,8,1,0
2117,2017-08-14,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.5345224838248488,-1.0,0,8,0,0
2127,2017-08-15,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,1.0,1.0,0.0,0.5714285714285714,0.5345224838248488,1.0,1,8,0,0
2137,2017-08-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,1.0,0.0,0.5714285714285714,0.5345224838248488,-1.0,2,8,0,0
2147,2017-08-17,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.5345224838248488,0.0,3,8,0,0
2157,2017-08-18,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.5345224838248488,0.0,4,8,0,0
2167,2017-08-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.48795003647426655,0.0,5,8,1,0
2177,2017-08-20,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092271,0.0,6,8,1,0
2187,2017-08-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092271,0.0,0,8,0,0
2197,2017-08-22,5f504b3a1c75b73d6151be81eb05bdc9,2.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.7559289460184545,2.0,1,8,0,0
2207,2017-08-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,-2.0,2,8,0,0
2217,2017-08-24,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,3,8,0,0
2227,2017-08-25,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,2.0,0.0,0.42857142857142855,0.7867957924694432,1.0,4,8,0,0
2237,2017-08-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,-1.0,5,8,1,0
2247,2017-08-27,5f504b3a1c75b73d6151be81eb05bdc9,2.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.9511897312113419,2.0,6,8,1,0
2257,2017-08-28,5f504b3a1c75b73d6151be81eb05bdc9,1.0,2.0,0.0,1.0,0.0,0.8571428571428571,0.8997354108424375,-1.0,0,8,0,0
2267,2017-08-29,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,2.0,0.0,2.0,0.5714285714285714,0.7867957924694432,-1.0,1,8,0,0
2277,2017-08-30,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,1.0,2.0,0.0,0.7142857142857143,0.7559289460184545,1.0,2,8,0,0
2287,2017-08-31,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,1.0,0.0,0.7142857142857143,0.7559289460184545,-1.0,3,8,0,0
2297,2017-09-01,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.7867957924694432,0.0,4,9,0,0
2307,2017-09-02,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.7559289460184545,1.0,5,9,1,0
2317,2017-09-03,5f504b3a1c75b73d6151be81eb05bdc9,2.0,1.0,0.0,0.0,2.0,0.7142857142857143,0.7559289460184545,1.0,6,9,1,0
2327,2017-09-04,5f504b3a1c75b73d6151be81eb05bdc9,0.0,2.0,1.0,0.0,1.0,0.5714285714285714,0.7867957924694432,-2.0,0,9,0,0
2337,2017-09-05,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,2.0,1.0,0.0,0.5714285714285714,0.7867957924694432,0.0,1,9,0,0
2347,2017-09-06,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,2.0,1.0,0.42857142857142855,0.7867957924694432,0.0,2,9,0,0
2357,2017-09-07,5f504b3a1c75b73d6151be81eb05bdc9,2.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.9511897312113419,2.0,3,9,0,0
2367,2017-09-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,2.0,0.0,0.0,0.0,0.7142857142857143,0.9511897312113419,-2.0,4,9,0,0
2377,2017-09-09,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,2.0,0.0,1.0,0.7142857142857143,0.9511897312113419,1.0,5,9,1,0
2387,2017-09-10,5f504b3a1c75b73d6151be81eb05bdc9,1.0,1.0,0.0,2.0,2.0,0.5714285714285714,0.7867957924694432,0.0,6,9,1,0
2397,2017-09-11,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,1.0,0.0,0.0,0.5714285714285714,0.7867957924694432,-1.0,0,9,0,0
2407,2017-09-12,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,1.0,0.0,0.5714285714285714,0.7867957924694432,0.0,1,9,0,0
2417,2017-09-13,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.7867957924694432,0.0,2,9,0,0
2427,2017-09-14,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.4879500364742667,0.0,3,9,0,0
2437,2017-09-15,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742667,0.0,4,9,0,0
2447,2017-09-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092274,0.0,5,9,1,0
2457,2017-09-17,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922725,1.0,6,9,1,0
2467,2017-09-18,5f504b3a1c75b73d6151be81eb05bdc9,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,0.0,0,9,0,0
2477,2017-09-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,1,9,0,0
2487,2017-09-20,5f504b3a1c75b73d6151be81eb05bdc9,3.0,0.0,1.0,1.0,0.0,0.7142857142857143,1.1126972805283737,3.0,2,9,0,0
2497,2017-09-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,3.0,0.0,1.0,0.0,0.7142857142857143,1.1126972805283737,-3.0,3,9,0,0
2507,2017-09-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,3.0,0.0,0.0,0.7142857142857143,1.1126972805283737,0.0,4,9,0,0
2517,2017-09-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,3.0,0.0,0.7142857142857143,1.1126972805283737,0.0,5,9,1,0
2527,2017-09-24,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,1.0,0.7142857142857143,1.1126972805283737,1.0,6,9,1,0
2537,2017-09-25,5f504b3a1c75b73d6151be81eb05bdc9,1.0,1.0,0.0,0.0,1.0,0.7142857142857143,1.1126972805283737,0.0,0,9,0,0
2547,2017-09-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,1.0,0.0,0.0,0.7142857142857143,1.1126972805283737,-1.0,1,9,0,0
2557,2017-09-27,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,1.0,3.0,0.2857142857142857,0.48795003647426655,0.0,2,9,0,0
2567,2017-09-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426655,0.0,3,9,0,0
2577,2017-09-29,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426655,0.0,4,9,0,0
2587,2017-09-30,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426655,0.0,5,9,1,0
2597,2017-10-01,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092271,0.0,6,10,1,0
2607,2017-10-02,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922725,1.0,0,10,0,0
2617,2017-10-03,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,1,10,0,0
2627,2017-10-04,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.4879500364742666,1.0,2,10,0,0
2637,2017-10-05,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,3,10,0,0
2647,2017-10-06,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,4,10,0,0
2657,2017-10-07,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.48795003647426666,0.0,5,10,1,0
2667,2017-10-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,6,10,1,0
2677,2017-10-09,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.3779644730092273,0.0,0,10,0,0
2687,2017-10-10,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,1,10,0,0
2697,2017-10-11,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,10,0,0
2707,2017-10-12,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0,0
2717,2017-10-13,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,4,10,0,0
2727,2017-10-14,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,5,10,1,0
2737,2017-10-15,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,6,10,1,0
2747,2017-10-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0,10,0,0
2757,2017-10-17,5f504b3a1c75b73d6151be81eb05bdc9,2.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,2.0,1,10,0,0
2767,2017-10-18,5f504b3a1c75b73d6151be81eb05bdc9,0.0,2.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,-2.0,2,10,0,0
2777,2017-10-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,2.0,0.0,0.0,0.42857142857142855,0.7867957924694432,0.0,3,10,0,0
2787,2017-10-20,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,2.0,1.0,0.42857142857142855,0.7867957924694432,1.0,4,10,0,0
2797,2017-10-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,-1.0,5,10,1,0
2807,2017-10-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.7867957924694432,0.0,6,10,1,0
2817,2017-10-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.7867957924694432,0.0,0,10,0,0
2827,2017-10-24,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,2.0,0.14285714285714285,0.37796447300922725,0.0,1,10,0,0
2837,2017-10-25,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,2,10,0,0
2847,2017-10-26,5f504b3a1c75b73d6151be81eb05bdc9,2.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,2.0,3,10,0,0
2857,2017-10-27,5f504b3a1c75b73d6151be81eb05bdc9,0.0,2.0,0.0,0.0,1.0,0.2857142857142857,0.7559289460184545,-2.0,4,10,0,0
2867,2017-10-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,5,10,1,0
